Buyer_ID,Product_Index,Category,Unit_Price,Sales_Quantity,Unit_Price_Last_Year,Sales_Quantity_Last_Year
CLBSQP,9521,Toys,0.82,19177,0.82,19177
CLBSQP,9522,Toys,12.38,3654,12.38,3654
CLBSQP,9523,Toys,3.15,21635,3.15,21635
CLBSQP,9524,Decorations,2.67,6430,2.67,6430
CLBSQP,9525,Toys,1.43,27086,1.43,27086
CLBSQP,9526,Decorations,1.22,23951,1.22,23951
CLBSQP,9527,Decorations,4.68,11847,4.68,11847
CLBSQP,9528,Decorations,1.23,19039,1.23,19039
CLBSQP,9529,Decorations,2.08,22983,2.08,22983
CLBSQP,9530,Toys,4.08,6363,4.08,3840
CLBSQP,9531,Decorations,1.65,10551,1.65,10551
CLBSQP,9532,Decorations,16.41,1942,16.41,1942
CLBSQP,9533,Decorations,1.74,11496,1.74,11496
CLBSQP,9534,Decorations,20.9,1767,20.9,1767
CLBSQP,9535,Decorations,2.84,5095,2.84,5095
CLBSQP,9536,Toys,10.47,5647,10.47,5647
CLBSQP,9537,Toys,46.66,1126,46.66,1126
CLBSQP,9538,Decorations,1.59,10769,1.59,10769
CLBSQP,9539,Toys,3.17,11701,3.17,11701
CLBSQP,9540,Toys,89.51,502,89.51,502
CLBSQP,9541,Decorations,1.23,27892,1.23,22100
CLBSQP,9542,Decorations,5.76,8821,5.76,8821
CLBSQP,9543,Toys,0.35,27818,0.35,27818
CLBSQP,9544,Toys,0.85,24282,0.85,24282
CLBSQP,9545,Decorations,1.86,28409,1.86,28409
CLBSQP,9546,Decorations,3.01,6484,3.01,6484
MFOZO,66787,Decorations,0.97,19507,0.97,19507
MFOZO,66788,Toys,2.86,16071,2.86,16071
MFOZO,66789,Toys,1.68,25468,1.68,25468
MFOZO,66790,Toys,1.78,28820,1.78,28820
MFOZO,66791,Decorations,1.79,27248,1.79,27248
MFOZO,66792,Toys,1.73,24244,1.73,24244
MFOZO,66793,Toys,0.98,15208,0.98,15208
MFOZO,66794,Decorations,1.27,22810,1.27,22810
MFOZO,66795,Toys,1.81,17898,1.81,17898
MFOZO,66796,Decorations,5.19,10665,5.19,10665
MFOZO,66797,Toys,1.4,27139,1.4,27139
MFOZO,66798,Decorations,4.8,8934,4.8,8934
MFOZO,66799,Toys,4.83,9950,4.83,9950
MFOZO,66800,Decorations,3.42,3934,3.42,3934
MFOZO,66801,Toys,1.51,25009,1.51,25009
MFOZO,66802,Decorations,0.95,28064,0.95,28064
MFOZO,66803,Toys,5.58,9793,5.58,9793
MFOZO,66804,Decorations,9.68,4495,9.68,4495
MFOZO,66805,Decorations,1.39,12639,1.39,12639
MFOZO,66806,Toys,1.45,13243,1.45,13243
MFOZO,66807,Toys,2.29,12911,2.26,12911
MFOZO,66808,Toys,2.12,24494,2.12,24494
MFOZO,66809,Decorations,2.22,25078,2.22,25078
MFOZO,66810,Toys,211.72,201,211.72,201
MFOZO,66811,Decorations,1.2,25084,1.2,25084
MFOZO,66812,Decorations,2.51,4927,2.5,4927
MFOZO,66813,Decorations,5.92,5841,5.92,5841
MFOZO,66814,Decorations,0.4,25842,0.4,25842
MFOZO,66815,Toys,4.83,10170,4.83,10170
MFOZO,66816,Toys,2.68,20716,2.68,20716
MFOZO,66817,Toys,2.5,13692,2.5,13692
MFOZO,66818,Toys,1.29,26772,1.29,26772
SPNPLE,62018,Decorations,7.89,1587,7.89,1587
SPNPLE,62019,Toys,0.14,9498,0.14,9498
SPNPLE,62020,Decorations,1.32,28360,1.32,28360
SPNPLE,62021,Decorations,2.81,18614,2.81,18614
SPNPLE,62022,Decorations,3.72,9174,3.72,9174
SPNPLE,62023,Toys,52.58,1040,52.58,1040
SPNPLE,62024,Decorations,1.42,15891,1.42,15891
SPNPLE,62025,Decorations,4.46,10795,4.46,10795
SPNPLE,62026,Toys,8.07,6701,8.03,6701
SPNPLE,62027,Decorations,1.24,20386,1.24,20386
SPNPLE,62028,Decorations,0.77,29199,0.77,29199
SPNPLE,62029,Toys,1.09,17307,1.09,17307
SPNPLE,62030,Decorations,6.45,6368,6.45,6368
SPNPLE,62031,Toys,1.75,18575,1.75,18575
SPNPLE,62032,Toys,1.73,19591,1.73,19591
SPNPLE,62033,Toys,2.73,22434,2.73,22434
SPNPLE,62034,Decorations,12.34,1472,12.34,1472
SPNPLE,62035,Decorations,0.83,15521,0.83,15521
SPNPLE,62036,Decorations,2.75,10580,2.75,10580
SPNPLE,62037,Decorations,1.21,15907,1.21,15907
SPNPLE,62038,Decorations,2.19,11656,2.19,11656
SPNPLE,62039,Toys,3.92,15484,3.92,15484
SPNPLE,62040,Decorations,4.56,7047,4.55,7047
SPNPLE,62041,Toys,0.64,28139,0.64,28139
SPNPLE,62042,Decorations,1.25,9509,1.25,9509
SPNPLE,62043,Decorations,2.11,21388,2.11,21388
SPNPLE,62044,Decorations,1.59,13396,1.59,13396
SPNPLE,62045,Toys,1.2,25775,1.2,25775
SPNPLE,62046,Toys,1.95,21702,1.95,21702
SPNPLE,62047,Decorations,8.07,6231,8.07,6231
SPNPLE,62048,Decorations,1.64,23484,1.64,23484
SPNPLE,62049,Decorations,6.33,7779,6.33,7779
SPNPLE,62050,Decorations,1.31,17081,1.31,17081
SPNPLE,62051,Decorations,1.36,14366,1.36,14366
SPNPLE,62052,Decorations,1.75,21055,1.75,21055
SPNPLE,62053,Toys,2.27,25793,2.27,25793
SPNPLE,62054,Toys,2.42,18288,2.42,18288
SPNPLE,62055,Decorations,6.3,7399,6.3,7399
SPNPLE,62056,Toys,10.39,4932,10.39,4932
SPNPLE,62057,Decorations,0.92,13649,0.92,13649
SPNPLE,62058,Decorations,2.03,22716,2.02,22716
IFKKSE,51892,Toys,0.3,22424,0.3,22424
IFKKSE,51893,Decorations,119.19,233,119.19,233
IFKKSE,51894,Toys,2.24,6307,2.24,6307
IFKKSE,51895,Toys,1.37,14905,1.37,14905
IFKKSE,51896,Toys,51.82,360,51.82,360
IFKKSE,51897,Toys,0.56,23708,0.56,23708
IFKKSE,51898,Decorations,1.78,18322,1.78,18322
IFKKSE,51899,Decorations,0.97,24137,0.97,24137
IFKKSE,51900,Toys,0.69,24934,0.69,24934
IFKKSE,51901,Decorations,1.26,28863,1.26,28863
IFKKSE,51902,Toys,2.72,4742,2.72,4742
IFKKSE,51903,Toys,13.02,1027,13.02,1027
IFKKSE,51904,Decorations,1.94,18620,1.94,18620
IFKKSE,51905,Toys,0.23,23600,0.23,23600
IFKKSE,51906,Decorations,0.84,29453,0.84,29453
IFKKSE,51907,Toys,3.07,15239,3.07,15239
IFKKSE,51908,Decorations,1.16,7180,1.15,7180
IFKKSE,51909,Toys,1.67,13313,1.67,13313
IFKKSE,51910,Decorations,7.45,6217,7.45,6217
IFKKSE,51911,Toys,2.12,12326,2.12,12326
IFKKSE,51912,Decorations,4.11,2429,4.11,2429
IFKKSE,51913,Decorations,3.01,6250,3.01,6250
IFKKSE,51914,Decorations,18.75,1903,18.75,1903
IFKKSE,51915,Toys,1.93,13763,1.93,13763
IFKKSE,51916,Decorations,6.4,5332,6.4,5332
IFKKSE,51917,Decorations,1.31,11242,1.31,11242
IFKKSE,51918,Decorations,1.61,26654,1.61,26654
IFKKSE,51919,Decorations,1.91,24112,1.91,24112
IFKKSE,51920,Decorations,0.99,23272,0.99,23272
IFKKSE,51921,Toys,0.4,17519,0.4,17519
IFKKSE,51922,Toys,18.85,3127,18.85,3127
IFKKSE,51923,Decorations,9.98,4171,9.98,4171
IFKKSE,51924,Toys,1.42,15533,1.42,15533
IFKKSE,51925,Toys,7.2,4052,7.2,4052
IFKKSE,51926,Decorations,0.64,29816,0.64,29816
SQNRV,68074,Decorations,2.54,10294,2.54,10294
SQNRV,68075,Toys,3.27,19573,3.27,19573
SQNRV,68076,Decorations,1.28,14564,1.28,14564
SQNRV,68077,Toys,5.24,4548,5.24,3083
SQNRV,68078,Decorations,1.72,28487,1.72,28487
SQNRV,68079,Decorations,2.12,18756,2.12,18756
SQNRV,68080,Toys,1.07,18618,1.07,18618
SQNRV,68081,Toys,7.24,6381,7.24,6381
SQNRV,68082,Toys,32.4,1736,32.4,1736
SQNRV,68083,Toys,1.39,26592,1.39,26592
SQNRV,68084,Decorations,8.17,5801,8.17,5801
SQNRV,68085,Decorations,1.87,24467,1.87,24467
SQNRV,68086,Decorations,1.99,8468,1.99,8468
SQNRV,68087,Decorations,1.45,23407,1.45,23407
SQNRV,68088,Toys,3.31,17231,3.31,17231
SQNRV,68089,Decorations,1.8,15748,1.8,15748
SQNRV,68090,Toys,3.62,20978,3.62,14447
SQNRV,68091,Decorations,0.97,29383,0.97,29383
SQNRV,68092,Toys,0.25,17080,0.25,17080
SQNRV,68093,Toys,1.45,27947,1.45,27947
SQNRV,68094,Decorations,1.14,29677,1.13,29677
SQNRV,68095,Toys,3.28,16750,3.28,10617
SQNRV,68096,Toys,1.37,28401,1.37,28401
SQNRV,68097,Toys,3.31,9073,3.31,9073
SQNRV,68098,Toys,4.62,10175,4.62,10175
SQNRV,68099,Decorations,2.0,14549,2.0,14549
CCOKNM,82201,Toys,0.45,28607,0.45,28607
CCOKNM,82202,Toys,9.88,1855,9.88,1855
CCOKNM,82203,Decorations,0.54,13952,0.54,13952
CCOKNM,82204,Decorations,1.95,16776,1.95,16776
CCOKNM,82205,Decorations,4.68,4122,4.68,4122
CCOKNM,82206,Decorations,2.94,12790,2.94,12790
CCOKNM,82207,Decorations,1.83,15700,1.83,15700
CCOKNM,82208,Decorations,0.59,23463,0.59,23463
CCOKNM,82209,Toys,1.28,20204,1.28,20204
CCOKNM,82210,Toys,5.34,10098,5.34,10098
CCOKNM,82211,Toys,19.79,1519,19.79,1519
CCOKNM,82212,Toys,2.35,23967,2.35,23967
CCOKNM,82213,Toys,0.51,12414,0.51,12414
CCOKNM,82214,Toys,6.29,1588,6.29,1588
CCOKNM,82215,Decorations,0.91,17273,0.91,17273
CCOKNM,82216,Decorations,1.31,18556,1.31,18556
CCOKNM,82217,Decorations,3.3,14116,3.3,14116
VHNUD,20221,Toys,3.98,8255,3.94,8255
VHNUD,20222,Toys,3.75,11112,3.75,11112
VHNUD,20223,Toys,2.34,16236,2.34,16236
VHNUD,20224,Decorations,3.14,10598,3.14,10598
VHNUD,20225,Decorations,62.0,452,62.0,452
VHNUD,20226,Toys,3.08,6986,3.08,6986
VHNUD,20227,Decorations,6.97,4685,6.97,4685
VHNUD,20228,Decorations,0.5,11813,0.5,11813
VHNUD,20229,Toys,4.97,7963,4.92,7963
IFYWAB,73770,Clothing,2.32,20649,2.31,20649
IFYWAB,73771,Clothing,1.12,27594,1.12,27594
IFYWAB,73772,Clothing,2.94,15535,2.92,15535
IFYWAB,73773,Clothing,6.49,4310,6.49,4310
IFYWAB,73774,Clothing,10.58,3348,10.58,3348
IFYWAB,73775,Clothing,0.77,29843,0.77,29843
IFYWAB,73776,Clothing,7.24,5497,7.24,5497
IFYWAB,73777,Clothing,13.33,3524,13.33,3524
IFYWAB,73778,Clothing,1.37,29539,1.37,29539
IFYWAB,73779,Clothing,2.08,17153,2.08,17153
IFYWAB,73780,Clothing,0.78,27354,0.78,27354
IFYWAB,73781,Clothing,4.25,11290,4.25,11290
IFYWAB,73782,Clothing,3.85,10317,3.85,10317
IFYWAB,73783,Clothing,1.47,28814,1.47,28814
IFYWAB,73784,Clothing,4.41,9925,4.41,9925
IFYWAB,73785,Clothing,3.77,11168,3.77,11168
IFYWAB,73786,Clothing,3.85,8631,3.85,8631
IFYWAB,73787,Clothing,3.91,10557,3.91,10557
IFYWAB,73788,Clothing,1.52,23187,1.52,23187
IFYWAB,73789,Clothing,3.38,13495,3.38,13495
IFYWAB,73790,Clothing,17.85,2469,17.85,2469
IFYWAB,73791,Clothing,0.73,28778,0.73,28778
IFYWAB,73792,Clothing,4.13,5283,4.13,5283
IFYWAB,73793,Clothing,1.16,18112,1.15,18112
IFYWAB,73794,Clothing,0.69,9467,0.69,5861
IFYWAB,73795,Clothing,7.0,5433,7.0,5433
IFYWAB,73796,Clothing,2.61,17702,2.61,17702
IFYWAB,73797,Clothing,0.43,17444,0.43,17444
IFYWAB,73798,Clothing,0.91,28059,0.91,28059
IFYWAB,73799,Clothing,8.62,5489,8.61,5489
IFYWAB,73800,Clothing,2.87,15429,2.87,15429
IFYWAB,73801,Clothing,15.75,2259,15.75,2259
IFYWAB,73802,Clothing,15.3,2819,15.3,2819
IFYWAB,73803,Clothing,12.17,2931,12.17,2931
IFYWAB,73804,Clothing,2.06,4686,2.06,4686
IFYWAB,73805,Clothing,1.16,20435,1.15,20435
IFYWAB,73806,Clothing,4.68,2427,4.68,2427
IFYWAB,73807,Clothing,1.8,16926,1.8,16926
IFYWAB,73808,Clothing,3.55,13473,3.55,13473
IFYWAB,73809,Clothing,1.5,29807,1.5,29807
IFYWAB,73810,Clothing,1.29,25484,1.29,25484
IFYWAB,73811,Clothing,4.25,8177,4.25,8177
IFYWAB,73812,Clothing,1.02,27240,1.02,27240
IFYWAB,73813,Clothing,27.8,1479,27.8,1479
IFYWAB,73814,Clothing,1.6,27506,1.6,27506
IFYWAB,73815,Clothing,1.05,25838,1.05,25838
IFYWAB,73816,Clothing,2.91,7302,2.9,7302
IFYWAB,73817,Clothing,1.52,25355,1.52,25355
IFYWAB,73818,Clothing,1.25,25419,1.25,25419
IFYWAB,73819,Clothing,1.36,23536,1.36,23536
IFYWAB,73820,Clothing,1.75,22394,1.75,22394
IFYWAB,73821,Clothing,1.55,23475,1.55,23475
IFYWAB,73822,Clothing,0.55,26795,0.55,26795
IFYWAB,73823,Clothing,1.51,21043,1.51,21043
IFYWAB,73824,Clothing,4.73,6941,4.73,6941
IFYWAB,73825,Clothing,2.34,19818,2.34,19818
QPGSYE,33031,Decorations,2.06,16953,2.06,16953
QPGSYE,33032,Toys,2.94,7967,2.94,7967
QPGSYE,33033,Decorations,1.21,12676,1.21,12676
QPGSYE,33034,Decorations,1.6,20225,1.6,20225
QPGSYE,33035,Decorations,3.86,10120,3.86,10120
QPGSYE,33036,Toys,4.29,7354,4.29,7354
QPGSYE,33037,Toys,2.35,21565,2.35,21565
QPGSYE,33038,Decorations,2.84,16472,2.84,16472
QPGSYE,33039,Decorations,0.21,13706,0.21,13706
QPGSYE,33040,Toys,1.86,21323,1.86,21323
QPGSYE,33041,Toys,1.4,20041,1.4,20041
QPGSYE,33042,Decorations,5.93,1041,5.93,1041
QPGSYE,33043,Toys,0.43,23775,0.43,23775
QPGSYE,33044,Toys,3.32,18466,3.32,18466
QPGSYE,33045,Decorations,0.79,29131,0.79,29131
QPGSYE,33046,Decorations,1.41,23305,1.41,23305
QPGSYE,33047,Toys,4.2,15100,4.2,15100
QPGSYE,33048,Toys,3.06,22482,3.06,22482
QPGSYE,33049,Toys,3.01,15826,3.01,15826
QPGSYE,33050,Decorations,0.8,17878,0.8,17878
QPGSYE,33051,Toys,5.09,10447,5.09,10447
QPGSYE,33052,Decorations,2.2,15463,2.2,15463
QPGSYE,33053,Decorations,0.9,22232,0.9,22232
QPGSYE,33054,Decorations,1.84,14268,1.84,14268
QPGSYE,33055,Toys,25.74,1560,25.74,1560
QPGSYE,33056,Decorations,1.73,12987,1.73,12987
QPGSYE,33057,Decorations,1.47,21891,1.47,21891
QPGSYE,33058,Decorations,9.91,4692,9.91,4692
QPGSYE,33059,Toys,3.85,14449,3.85,14449
QPGSYE,33060,Toys,1.47,18223,1.47,18223
QPGSYE,33061,Toys,11.35,3761,11.35,3761
QPGSYE,33062,Decorations,2.3,22475,2.29,22475
QPGSYE,33063,Toys,2.21,12924,2.21,12924
QPGSYE,33064,Toys,2.49,10233,2.49,10233
QPGSYE,33065,Toys,4.15,15408,4.15,15408
QPGSYE,33066,Toys,4.09,6611,4.09,6611
QPGSYE,33067,Decorations,1.41,20853,1.41,20853
QPGSYE,33068,Decorations,12.46,3866,12.46,3866
QPGSYE,33069,Toys,0.43,26768,0.43,26768
QPGSYE,33070,Decorations,1.31,12671,1.31,12671
QPGSYE,33071,Decorations,0.91,15601,0.91,15601
QPGSYE,33072,Toys,4.8,6192,4.8,6192
QPGSYE,33073,Decorations,0.73,22477,0.73,22477
QPGSYE,33074,Decorations,5.16,7980,5.16,7980
QPGSYE,33075,Decorations,3.37,15164,3.37,15164
QPGSYE,33076,Toys,6.46,2104,6.46,2104
QPGSYE,33077,Decorations,3.93,12105,3.93,12105
QPGSYE,33078,Toys,1.9,22632,1.9,16883
QPGSYE,33079,Decorations,2.41,19426,2.41,19426
QPGSYE,33080,Decorations,3.79,13682,3.79,13682
QPGSYE,33081,Toys,3.95,17942,3.95,17942
QPGSYE,33082,Decorations,0.9,29851,0.9,29851
SMZNVG,56839,Decorations,0.86,25696,0.86,25696
SMZNVG,56840,Decorations,0.65,28419,0.65,28419
SMZNVG,56841,Toys,1.14,29519,1.13,29519
SMZNVG,56842,Toys,1.51,15520,1.51,15520
SMZNVG,56843,Toys,3.25,5093,3.25,5093
SMZNVG,56844,Decorations,1.49,8826,1.49,8826
SMZNVG,56845,Toys,3.72,12327,3.72,12327
SMZNVG,56846,Toys,22.0,2185,22.0,2185
SMZNVG,56847,Decorations,3.42,11351,3.42,11351
SMZNVG,56848,Toys,2.59,25664,2.59,25664
SMZNVG,56849,Toys,0.7,28137,0.7,28137
SMZNVG,56850,Decorations,0.38,26938,0.38,26938
SMZNVG,56851,Toys,0.72,25131,0.72,25131
SMZNVG,56852,Toys,1.09,21618,1.09,21618
SMZNVG,56853,Toys,3.89,17589,3.89,17589
SMZNVG,56854,Toys,12.29,2079,12.29,2079
SMZNVG,56855,Toys,12.95,3368,12.95,3368
SMZNVG,56856,Decorations,0.15,18832,0.15,18832
SMZNVG,56857,Decorations,5.65,8818,5.65,8818
SMZNVG,56858,Decorations,7.11,4254,7.11,4254
SMZNVG,56859,Decorations,2.56,19737,2.56,19737
SMZNVG,56860,Toys,22.56,1821,22.56,1821
SMZNVG,56861,Toys,2.96,16565,2.96,16565
SMZNVG,56862,Decorations,2.46,20536,2.46,20536
SMZNVG,56863,Decorations,1.65,17019,1.65,17019
SMZNVG,56864,Decorations,6.9,5916,6.9,5916
SMZNVG,56865,Toys,6.65,7993,6.65,7993
SMZNVG,56866,Toys,7.37,4073,7.37,4073
SMZNVG,56867,Toys,1.11,10456,1.11,10456
SMZNVG,56868,Toys,5.24,8654,5.24,8654
SMZNVG,56869,Toys,3.07,9620,3.07,9620
SMZNVG,56870,Toys,5.57,8152,5.57,8152
SMZNVG,56871,Decorations,51.47,763,51.47,763
WABQK,99427,Toys,3.1,4906,3.1,4906
WABQK,99428,Decorations,2.54,16524,2.54,16524
WABQK,99429,Decorations,20.06,1303,20.05,1303
WABQK,99430,Toys,0.31,22453,0.31,22453
WABQK,99431,Toys,3.15,6967,3.15,6967
WABQK,99432,Toys,2.26,16454,2.25,16454
WABQK,99433,Toys,1.18,18605,1.18,18605
WABQK,99434,Toys,0.98,9750,0.98,9750
WABQK,99435,Toys,3.8,12569,3.8,12569
WABQK,99436,Toys,5.49,9983,5.49,9983
WABQK,99437,Toys,9.02,6286,9.02,6286
WABQK,99438,Toys,2.49,21757,2.49,21757
WABQK,99439,Decorations,2.95,8162,2.95,8162
WABQK,99440,Decorations,2.17,7983,2.17,7983
WABQK,99441,Decorations,1.59,15343,1.59,15343
WABQK,99442,Decorations,567.19,47,567.19,47
WABQK,99443,Decorations,1.87,6000,1.87,6000
WABQK,99444,Decorations,4.63,5448,4.63,5448
WABQK,99445,Decorations,0.83,24071,0.83,24071
WABQK,99446,Decorations,1.99,15745,1.99,15745
WABQK,99447,Toys,2.07,28217,2.06,28217
WABQK,99448,Decorations,1.51,10866,1.51,9465
WABQK,99449,Toys,91.9,483,91.9,483
WABQK,99450,Toys,629.4,68,629.4,68
WABQK,99451,Decorations,6.78,2646,6.78,2646
WABQK,99452,Toys,1.36,14844,1.36,14844
WABQK,99453,Decorations,0.97,15587,0.97,15587
WABQK,99454,Decorations,0.99,19008,0.99,19008
WABQK,99455,Toys,1.04,27200,1.04,27200
WABQK,99456,Toys,5.55,7306,5.55,7306
WABQK,99457,Decorations,2.35,21393,2.35,21393
WABQK,99458,Toys,1.26,12680,1.26,12680
WABQK,99459,Toys,1.34,25997,1.34,25997
WABQK,99460,Toys,1.29,24670,1.29,24670
WABQK,99461,Decorations,0.74,9735,0.74,9735
WABQK,99462,Toys,0.99,20191,0.99,20191
WABQK,99463,Decorations,16.0,2684,16.0,2684
WABQK,99464,Decorations,1.26,15806,1.26,15806
WABQK,99465,Decorations,1.62,11075,1.62,11075
WABQK,99466,Decorations,2.09,22830,2.09,22830
WABQK,99467,Toys,1.74,19514,1.74,19514
WABQK,99468,Toys,0.52,25676,0.52,25676
WABQK,99469,Toys,5.62,11036,5.62,11036
WABQK,99470,Toys,0.46,28810,0.46,28810
WABQK,99471,Decorations,22.17,2086,22.17,2086
WABQK,99472,Decorations,1.87,19584,1.87,19584
WABQK,99473,Decorations,0.53,4797,0.53,4797
WABQK,99474,Toys,1.29,22450,1.29,22450
WABQK,99475,Toys,0.72,28814,0.72,28814
WABQK,99476,Decorations,3.0,7504,3.0,7504
WABQK,99477,Decorations,1.07,25794,1.07,25794
WABQK,99478,Decorations,1.12,19971,1.12,19971
WABQK,99479,Toys,0.74,21135,0.74,21135
WABQK,99480,Decorations,1.45,23226,1.45,21145
WABQK,99481,Toys,6.63,2591,6.63,2591
WABQK,99482,Toys,0.11,15610,0.11,15610
WABQK,99483,Decorations,2.48,20181,2.48,20181
WABQK,99484,Toys,0.37,25101,0.37,22025
WABQK,99485,Decorations,1.51,14343,1.51,14343
GWNIQN,40978,Toys,1.05,24903,1.05,24903
GWNIQN,40979,Decorations,10.29,4639,10.29,4639
GWNIQN,40980,Toys,10.32,5714,10.32,5714
GWNIQN,40981,Decorations,6.45,1786,6.45,1786
GWNIQN,40982,Decorations,0.85,24497,0.85,24497
GWNIQN,40983,Decorations,0.66,15523,0.66,15523
GWNIQN,40984,Toys,2.38,18678,2.38,18678
GWNIQN,40985,Decorations,3.16,15238,3.16,15238
GWNIQN,40986,Decorations,41.36,1254,41.36,1254
GWNIQN,40987,Decorations,31.06,1343,31.06,1343
GWNIQN,40988,Toys,12.94,3679,12.94,3679
GWNIQN,40989,Toys,3.38,17594,3.38,17594
GWNIQN,40990,Decorations,0.13,18188,0.13,18188
GWNIQN,40991,Toys,0.99,15589,0.99,15589
GWNIQN,40992,Decorations,1.77,22575,1.77,22575
GWNIQN,40993,Decorations,1.4,27287,1.4,27287
GWNIQN,40994,Decorations,1.7,17848,1.7,17848
